TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME
msdb,dbo,sysutility_ucp_aggregated_mi_health_internal,mi_with_under_utilized_processor_count,13,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_aggregated_mi_health,mi_with_under_utilized_processor_count,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,backupmediafamily,mirror,9,((0)),NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupmediaset,mirror_count,9,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,syspolicy_policies_internal,modified_by,16,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions,modified_by,6,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions_internal,modified_by,6,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policies,modified_by,16,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_primary_databases,monitor_server,7,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_secondary,monitor_server,9,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_secondary,monitor_server_security_mode,10,,NO,bit,,,,,,,,,,,,,,,
msdb,dbo,log_shipping_primary_databases,monitor_server_security_mode,9,,NO,bit,,,,,,,,,,,,,,,
msdb,dbo,sysmaintplan_subplans,msx_job_id,6,(NULL),YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysmaintplan_subplans,msx_plan,8,((0)),NO,bit,,,,,,,,,,,,,,,
msdb,dbo,backupmediaset,MTF_major_version,8,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupset,mtf_minor_version,20,,YES,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,backupset,name,13,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_registered_servers,name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupmediaset,name,4,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_server_groups,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_datafiles_stub,Name,15,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_filegroups_stub,Name,8,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_databases_stub,Name,11,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_logfiles_stub,Name,14,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobs,name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collector_types_internal,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_configuration_internal,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,external_libraries_installed,name,5,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policies_internal,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_configuration,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_execution_log_full,name,3,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysproxies,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_items_internal,name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,Name,33,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysschedules,name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_categories,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscategories,name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,autoadmin_system_flags,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,backupfilegroup,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysalerts,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,systargetservergroups,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoperators,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_mi_database_file_space_utilizations,Name,4,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collector_types,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_database_files,Name,4,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_utilizations,Name,4,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_account,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_configuration,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_logfiles,Name,6,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_datafiles,Name,6,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions_internal,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_filegroups,Name,3,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_databases,Name,7,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_items,name,4,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets_internal,name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policy_categories_internal,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_management_facets,name,2,,NO,nvarchar,-1,-1,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_configuration_internal,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,Name,33,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets,name,3,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_profile,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policies,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmaintplan_plans,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysschedules_localserver_view,name,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysjobs_view,name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_registered_servers_internal,name,3,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysssispackages,name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_server_groups_internal,name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collection_sets_internal,name_id,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_collection_items_internal,name_id,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,NamedPipesEnabled,34,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,NamedPipesEnabled,34,,YES,bit,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,NetName,35,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,NetName,35,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoperators,netsend_address,17,,YES,nvarchar,100,200,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_processing_state_internal,next_health_state_id,3,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobschedules,next_run_date,3,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobschedules,next_run_time,4,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobactivity,next_scheduled_run_date,11,,YES,datetime,,,,,,3,,,,,,,,,
msdb,dbo,sysalerts,notification_message,14,,YES,nvarchar,512,1024,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysnotifications,notification_method,3,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_email_operator_id,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_email_operator_id,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_level_email,10,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_level_email,10,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_level_eventlog,9,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_level_eventlog,9,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_level_netsend,11,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_level_netsend,11,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_level_page,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_level_page,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_netsend_operator_id,14,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_netsend_operator_id,14,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,notify_page_operator_id,15,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,notify_page_operator_id,15,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_computers_stub,num_processors,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_cpu_stage_internal,num_processors,1,((-1)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmanagement_shared_server_groups,num_registered_server_children,8,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmanagement_shared_server_groups,num_server_group_children,7,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,vw_autoadmin_health_status,Number of backup loops,8,,YES,varchar,30,30,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,vw_autoadmin_health_status,Number of retention loops,9,,YES,varchar,30,30,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,dm_hadr_automatic_seeding_history,number_of_attempts,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,NumberOfLogFiles,36,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_instances,NumberOfLogFiles,36,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_conditions_internal,obj_name,11,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_conditions,obj_name,11,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdownloadlist,object_id,5,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,sysutility_ucp_supported_object_types_internal,object_name,2,,YES,nvarchar,32,64,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysalerts_performance_counters_view,object_name,1,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_policies,object_set_id,12,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_target_sets,object_set_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_object_sets_internal,object_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_policies_internal,object_set_id,12,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_object_sets,object_set_id,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_target_sets_internal,object_set_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syspolicy_object_sets,object_set_name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syspolicy_object_sets_internal,object_set_name,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_supported_object_types_internal,object_type,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_smo_properties_to_collect_internal,object_type,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_smo_objects_to_collect_internal,object_type,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_mi_smo_stage_internal,object_type,1,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdownloadlist,object_type,4,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_cpu_utilization_stub,object_type,3,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_space_utilization_stub,object_type,3,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_configuration,occurence_frequency,2,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysalerts,occurrence_count,18,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobsteps,on_fail_action,11,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysjobsteps,on_fail_step_id,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobsteps,on_success_action,9,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,sysjobsteps,on_success_step_id,10,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdownloadlist,operation_code,3,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,dm_hadr_automatic_seeding_history,operation_id,6,,NO,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log_internal,operator,10,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_execution_log_full,operator,11,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysssislog,operator,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysdtslog90,operator,4,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_execution_log,operator,10,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysnotifications,operator_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobhistory,operator_id_emailed,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobhistory,operator_id_netsent,13,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobhistory,operator_id_paged,14,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_target_conditions_internal,operator_type,7,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_check_conditions,operator_type,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_target_conditions,operator_type,7,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_policy_check_conditions_internal,operator_type,6,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,originating_server,2,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysschedules_localserver_view,originating_server,20,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoriginatingservers,originating_server,2,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoriginatingservers_view,originating_server,2,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoriginatingservers_view,originating_server_id,1,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules,originating_server_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysoriginatingservers,originating_server_id,1,((1)),YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs,originating_server_id,2,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysschedules_localserver_view,originating_server_id,3,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobs_view,originating_server_id,20,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobsteps,os_run_priority,18,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_smo_servers_stub,OSVersion,37,,YES,nvarchar,32,64,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_instances,OSVersion,37,,YES,nvarchar,32,64,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,vw_autoadmin_health_status,Other errors,6,,YES,varchar,30,30,,,,,,,iso_1,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,log_shipping_secondaries,out_of_sync_threshold,11,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysjobsteps,output_file_name,19,,YES,nvarchar,200,400,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysutility_ucp_computer_cpu_utilizations,over_utilization,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_cpu_utilizations,over_utilization,5,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_volume_space_utilizations,over_utilization,10,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_cpu_utilizations,over_utilization,4,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_volume_space_utilizations,over_utilization,9,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_database_file_space_utilizations,over_utilization,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_database_file_space_utilizations,over_utilization,12,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_file_space_health_internal,over_utilized_count,4,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_dac_file_space_health_internal,over_utilized_count,4,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_mi_database_health_internal,over_utilized_count,3,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysdbmaintplans,owner,4,(isnull(nt_client(),suser_sname())),NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmaintplan_plans,owner,5,,YES,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysschedules_localserver_view,owner_sid,5,,NO,varbinary,85,85,,,,,,,,,,,,,
msdb,dbo,sysjobs_view,owner_sid,8,,NO,varbinary,85,85,,,,,,,,,,,,,
msdb,dbo,sysjobs,owner_sid,8,,NO,varbinary,85,85,,,,,,,,,,,,,
msdb,dbo,sysschedules,owner_sid,5,,NO,varbinary,85,85,,,,,,,,,,,,,
msdb,dbo,sysssispackages,ownersid,6,,NO,varbinary,85,85,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log,package_execution_id,13,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log_internal,package_execution_id,12,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log_full,package_execution_id,12,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log_internal,package_id,11,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log,package_id,11,,YES,uniqueidentifier,,,,,,,,,,,,,,,
msdb,dbo,syscollector_execution_log,package_name,12,,YES,nvarchar,4000,8000,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysssispackages,packagedata,7,,NO,image,2147483647,2147483647,,,,,,,,,,,,,
msdb,dbo,sysssispackages,packageformat,8,,NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysssispackages,packagetype,9,((0)),NO,int,,,10,10,0,,,,,,,,,,
msdb,dbo,suspect_pages,page_id,3,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,backupfile,page_size,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysoperators,pager_address,7,,YES,nvarchar,100,200,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysoperators,pager_days,16,,NO,tinyint,,,3,10,0,,,,,,,,,,
msdb,dbo,syscollector_collector_types_internal,parameter_formatter,4,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,syscollector_collector_types,parameter_formatter,4,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,syscollector_config_store,parameter_name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_blobs_internal,parameter_name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_config_store_internal,parameter_name,1,,NO,nvarchar,128,256,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,syscollector_collector_types,parameter_schema,3,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,syscollector_collector_types_internal,parameter_schema,3,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,syscollector_config_store_internal,parameter_value,2,,YES,sql_variant,0,0,,,,,,,,,,,,,
msdb,dbo,syscollector_blobs_internal,parameter_value,2,,NO,varbinary,-1,-1,,,,,,,,,,,,,
msdb,dbo,syscollector_config_store,parameter_value,2,,YES,sql_variant,0,0,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_items,parameters,6,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,syscollector_collection_items_internal,parameters,7,,YES,xml,-1,-1,,,,,,,,,,,,,
msdb,dbo,sysmail_configuration,paramname,1,,NO,nvarchar,256,512,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmail_configuration,paramvalue,2,,YES,nvarchar,256,512,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
msdb,dbo,sysmanagement_shared_server_groups,parent_id,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,sysmanagement_shared_server_groups_internal,parent_id,5,,YES,int,,,10,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log,parent_log_id,2,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log_internal,parent_log_id,2,,YES,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,syscollector_execution_log_full,parent_log_id,2,,NO,bigint,,,19,10,0,,,,,,,,,,
msdb,dbo,sysutility_ucp_logfiles_stub,parent_urn,7,,YES,nvarchar,780,1560,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,
